,album,artist,genre,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,mood,track_id,index,energy_level,positivity_level
108,Is There Anybody Out There?,A Great Big World,Pop,Say Something,0.872,0.447,233267,0.158,1.58e-06,2,0.0816,-7.571000000000001,1,0.036000000000000004,140.942,3,0.142,Melancholy,2fPb58e6f8KxejYDCaARwS,Melancholy,-2.0,-1.0
109,Hot N Cold,Katy Perry,Pop,Hot N Cold,8.1e-05,0.7020000000000001,223227,0.8390000000000001,0.0,7,0.07200000000000001,-3.992,1,0.0439,132.007,4,0.856,Energizing,0IZM2onaTBMRTEIcc5oIi9,Energizing,2.0,0.0
110,Pure Heroine,Lorde,Pop,Royals,0.106,0.616,190185,0.43200000000000005,0.0,7,0.132,-9.546,1,0.133,84.77799999999999,4,0.302,Cool,2dLLR6qlu5UJ5gk0dKz0h3,Cool,-1.0,-1.0
111,Pompeii,Bastille,Pop,Pompeii,0.0749,0.6809999999999999,214148,0.7090000000000001,0.0,9,0.266,-6.4879999999999995,1,0.040999999999999995,127.44,4,0.591,,7Fw5i56my24ZBnGS7hFX2n,,,
112,Applause,Lady Gaga,Pop,Applause,0.0299,0.667,212493,0.7709999999999999,1.16e-06,7,0.0998,-4.269,0,0.052000000000000005,139.951,4,0.688,Urgent,5I9Py57H8vqanuNhUVcLHN,Urgent,1.0,-1.0
113,Blurred Lines,Robin Thicke,Pop,Blurred Lines,0.004529999999999999,0.862,263053,0.503,1.87e-05,7,0.0761,-7.702999999999999,1,0.0494,119.99799999999999,4,0.863,Energizing,0XzkemXSiXJa7VgDFPfU4S,Energizing,2.0,0.0
114,Nothing But the Beat (Ultimate Edition),David Guetta,Pop,Titanium (feat. Sia),0.0682,0.602,245053,0.7959999999999999,0.12,0,0.15,-3.657,0,0.10300000000000001,126.06,4,0.265,,0TDLuuLlV54CkRRUOahJb4,,,
115,Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,Pop,Teenage Dream,0.0132,0.7190000000000001,227760,0.804,3.02e-06,10,0.139,-4.581,1,0.0355,119.999,4,0.605,Excited,55qBw1900pZKfXJ6Q9A2Lc,Excited,2.0,2.0
116,We Found Love,Rihanna,Pop,We Found Love,0.0225,0.755,215760,0.74,0.00139,1,0.124,-4.9510000000000005,1,0.0407,127.98,4,0.609,Excited,14fmbvjYLqRZEXz1VZdM2M,Excited,2.0,2.0
117,We Are Young (feat. Janelle Monáe),fun.,Pop,We Are Young (feat. Janelle Monáe) - feat. Janelle Monae,0.02,0.37799999999999995,250627,0.638,7.659999999999999e-05,10,0.0849,-5.5760000000000005,1,0.075,184.08599999999998,4,0.735,,3ehrxAhYms24KLPG8FZe0W,,,
118,Call Me Maybe,Carly Rae Jepsen,Pop,Call Me Maybe,0.0126,0.778,193467,0.615,1.44e-06,7,0.10800000000000001,-6.529,1,0.0384,120.045,4,0.648,,5unfeZUhKhICP73CDYBW4N,,,
119,Bright Lights,Ellie Goulding,Pop,Lights - Single Version,0.0297,0.682,210853,0.795,0.0391,8,0.131,-6.17,0,0.0367,120.008,4,0.78,Gritty,2bRXehD283NioREYxlohc4,Gritty,-1.0,-2.0
120,PRISM (Deluxe),Katy Perry,Pop,Roar,0.00635,0.56,223546,0.7559999999999999,1.29e-05,7,0.55,-4.817,0,0.0415,179.771,4,0.40399999999999997,,3bDGwl0X3EjQmIyFD1uif5,,,
121,The 20/20 Experience,Justin Timberlake,Pop,Suit & Tie,0.10300000000000001,0.795,326280,0.596,0.0,11,0.16399999999999998,-3.799,0,0.21899999999999997,101.985,4,0.35700000000000004,Cool,6dEnpbXyamib2EJnRhTt0G,Cool,-1.0,-1.0
122,Hands All Over,Maroon 5,Pop,Moves Like Jagger - Studio Recording From The Voice Performance,0.0106,0.7140000000000001,201160,0.748,0.0,11,0.325,-4.471,0,0.0546,128.03,4,0.586,Excited,7LcfRTgAVTs5pQGEQgUEzN,Excited,2.0,2.0
123,Greatest Hits: My Prerogative,Britney Spears,Pop,(You Drive Me) Crazy - The Stop Remix!,0.092,0.684,196667,0.963,6.27e-05,8,0.35200000000000004,-2.397,1,0.0459,101.07799999999999,4,0.7809999999999999,Energizing,6MPn82FDfOB2frXG2T4lR3,Energizing,2.0,0.0
124,Locked Out Of Heaven,Bruno Mars,Pop,Locked Out Of Heaven,0.049,0.726,233478,0.698,0.0,5,0.309,-4.165,1,0.0431,143.994,4,0.867,Urgent,5PsMbxhgWpJMsouEfDTX6r,Urgent,1.0,-1.0
125,We Can't Stop,Miley Cyrus,Pop,We Can't Stop,0.0083,0.607,232467,0.619,0.0,1,0.366,-5.761,0,0.038,79.998,4,0.5,Brooding,5ve0BYRZZ2aoHFqZMxqYgt,Brooding,1.0,-2.0
126,The Heist,Macklemore & Ryan Lewis,Pop,Can't Hold Us - feat. Ray Dalton,0.0291,0.6409999999999999,258343,0.922,0.0,2,0.0862,-4.457,1,0.0786,146.078,4,0.847,,3bidbhpOYeV4knp8AIu8Xn,,,
127,Girl On Fire,Alicia Keys,Pop,Girl On Fire,0.135,0.48200000000000004,224920,0.706,0.00106,9,0.105,-5.7620000000000005,1,0.0609,92.494,4,0.14400000000000002,Sophisticated,6qOEjO2IUD7PjtpsXawq0d,Sophisticated,-1.0,0.0
128,Unorthodox Jukebox,Bruno Mars,Pop,Treasure,0.0412,0.8740000000000001,178560,0.6920000000000001,7.240000000000001e-05,5,0.324,-5.28,0,0.0431,116.01700000000001,4,0.937,Cool,55h7vJchibLdUkxdlX3fK7,Cool,-1.0,-1.0
129,Overexposed,Maroon 5,Pop,One More Night,0.0499,0.7170000000000001,219467,0.8190000000000001,0.0,5,0.0843,-3.435,0,0.032,92.988,4,0.619,Energizing,45kbpUIFmkS9Xla7hMXpzn,Energizing,2.0,0.0
130,Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,Pop,Firework,0.139,0.638,227880,0.826,0.0,8,0.0803,-4.968,1,0.0479,124.072,4,0.649,Empowering,4lCv7b86sLynZbXhfScfm2,Empowering,0.0,1.0
131,Summer,Calvin Harris,Pop,Summer,0.0215,0.603,224507,0.861,0.043,4,0.1,-3.565,0,0.0325,127.962,4,0.72,Brooding,7b71WsDLb8gG0cSyDTFAEW,Brooding,1.0,-2.0
132,Come & Get It,Selena Gomez,Pop,Come & Get It,0.00946,0.523,231733,0.792,0.00010800000000000001,7,0.0639,-4.125,0,0.0512,80.142,4,0.5760000000000001,Urgent,7Gkphzdh5ouurEt7JT49Yu,Urgent,1.0,-1.0
133,Born To Die - The Paradise Edition,Lana Del Rey,Pop,Summertime Sadness,0.0701,0.565,265427,0.6559999999999999,2.25e-06,1,0.12300000000000001,-6.806,0,0.0329,111.977,4,0.23,,2dBwB667LHQkLhdYlwLUZK,,,
134,All About That Bass,Meghan Trainor,Pop,All About That Bass,0.0476,0.8109999999999999,188754,0.879,1.91e-06,9,0.109,-3.7239999999999998,1,0.0514,134.064,4,0.9620000000000001,Cool,0ifSeVGUr7py5GggttDhXw,Cool,-1.0,-1.0
135,Wild Ones (feat. Sia),Flo Rida,Pop,Wild Ones (feat. Sia),0.10099999999999999,0.624,233688,0.889,0.0,5,0.22699999999999998,-3.772,0,0.0504,127.01899999999999,4,0.45,Urgent,5Z7ygHQo02SUrFmcgpwsKW,Urgent,1.0,-1.0
136,Can't Remember to Forget You,Shakira,Pop,Can't Remember to Forget You,0.132,0.6970000000000001,207133,0.813,0.0,11,0.129,-3.3989999999999996,0,0.0679,137.976,4,0.8109999999999999,Urgent,0BBj0SW3vef8UNzTg4lwH9,Urgent,1.0,-1.0
137,Rolling In The Deep,Adele,Pop,Rolling In The Deep,0.13,0.7290000000000001,228293,0.777,0.0,8,0.0541,-5.112,1,0.0293,104.946,4,0.527,,7h8Ud480Fm4ReUVxgFF9ZX,,,
138,Breakaway,Kelly Clarkson,Pop,Since U Been Gone,0.00175,0.664,188685,0.741,0.0379,9,0.11599999999999999,-5.318,0,0.0328,131.001,4,0.37200000000000005,Urgent,6Bo7elbKiRfaHBMJGEBHqF,Urgent,1.0,-1.0
139,Greatest Hits: My Prerogative,Britney Spears,Pop,Toxic,0.0279,0.774,198813,0.847,0.0183,5,0.24100000000000002,-3.925,0,0.121,143.011,4,0.9229999999999999,Energizing,717TY4sfgKQm4kFbYQIzgo,Energizing,2.0,0.0
140,"Oh, What A Life",American Authors,Pop,Best Day Of My Life,0.0625,0.67,194240,0.905,0.000151,2,0.0577,-2.385,1,0.0339,100.021,4,0.516,Defiant,5j9iuo3tMmQIfnEEQOOjxh,Defiant,2.0,-1.0
141,Get Lucky (Radio Edit),Daft Punk,Pop,Get Lucky - Radio Edit,0.0426,0.794,248413,0.8109999999999999,1.07e-06,6,0.10099999999999999,-8.966000000000001,0,0.038,116.04700000000001,4,0.862,Fiery,2Foc5Q5nqNiosCNqttzHof,Fiery,1.0,0.0
142,Safe And Sound,Capital Cities,Pop,Safe And Sound,0.00018899999999999999,0.652,192693,0.7829999999999999,0.0173,0,0.0889,-4.829,1,0.0309,117.95200000000001,5,0.836,Excited,2Oj5BXOY01EDuJhVYNlEoq,Excited,2.0,2.0
143,SEX AND LOVE (Deluxe),Enrique Iglesias,Pop,Bailando - Spanish Version,0.0457,0.725,243413,0.779,2.76e-06,7,0.0446,-3.5010000000000003,1,0.11900000000000001,91.01799999999999,4,0.948,Aggressive,6NGet2NFndj4XvpjH9iMvb,Aggressive,2.0,-2.0
144,Bad Romance,Lady Gaga,Pop,Bad Romance,0.00264,0.695,294640,0.919,4.1e-05,0,0.062,-3.7689999999999997,1,0.0381,119.00200000000001,4,0.7170000000000001,Excited,6MjiVEJy1YVuJNFu72OH61,Excited,2.0,2.0
145,Warrior (Deluxe Version),Kesha,Pop,Die Young,0.00498,0.711,211920,0.7,0.000125,1,0.215,-4.805,0,0.046,128.001,4,0.8009999999999999,,6mnjcTmK8TewHfyOp3fC9C,,,
146,Payphone,Maroon 5,Pop,Payphone,0.0222,0.738,231467,0.7440000000000001,0.0,4,0.331,-4.757,1,0.042,110.0,4,0.556,Excited,5IWmU2PNimgYuTLddU2DRo,Excited,2.0,2.0
147,I AM...SASHA FIERCE,Beyoncé,Pop,Single Ladies (Put a Ring on It),0.0383,0.426,193213,0.584,0.0,1,0.188,-5.292999999999999,1,0.29600000000000004,193.437,4,0.272,Cool,5R9a4t5t5O0IsznsrKPVro,Cool,-1.0,-1.0
148,The 20/20 Experience (Deluxe Version),Justin Timberlake,Pop,Mirrors,0.23399999999999999,0.574,484147,0.512,0.0,5,0.0946,-6.664,0,0.0503,76.899,4,0.512,,4rHZZAmHpZrA3iH5zx8frV,,,
149,Timber,Pitbull,Pop,Timber,0.0362,0.5870000000000001,204053,0.965,0.0,11,0.138,-4.106,1,0.10099999999999999,129.972,4,0.825,Excited,1zHlj4dQ8ZAtrayhuDDmkY,Excited,2.0,2.0
150,18 Months,Calvin Harris,Pop,I Need Your Love,0.41,0.695,234507,0.8690000000000001,0.0,8,0.237,-5.066,1,0.0483,124.98899999999999,4,0.58,Yearning,05SBRd4fXgn8FX7bf8BCAE,Yearning,0.0,-1.0
151,Break Free,Ariana Grande,Pop,Break Free,0.0057,0.687,214693,0.698,8.75e-05,7,0.253,-5.29,0,0.0468,129.954,4,0.316,Excited,7cvxrDu7VIhVSOFRNgPegv,Excited,2.0,2.0
152,XSCAPE,Michael Jackson,Pop,Love Never Felt so Good,0.083,0.634,235400,0.87,0.0,5,0.18,-5.277,1,0.0362,116.96700000000001,4,0.514,Yearning,0S5EEpFAHcT7cm5XOASc29,Yearning,0.0,-1.0
153,Mylo Xyloto,Coldplay,Pop,Paradise,0.0522,0.449,278719,0.585,8.49e-05,5,0.0833,-6.7620000000000005,1,0.0268,139.627,4,0.203,Upbeat,6nek1Nin9q48AVZcWs9e9D,Upbeat,0.0,2.0
154,Burn,Ellie Goulding,Pop,Burn,0.258,0.309,231212,0.775,0.0,1,0.102,-4.915,1,0.0546,84.73100000000001,4,0.27899999999999997,Energizing,6B8CAgQ38mWf7xTvFtC0BB,Energizing,2.0,0.0
155,Paper Planes,M.I.A.,Pop,Paper Planes,0.0691,0.563,242133,0.8690000000000001,0.0,2,0.204,-5.361000000000001,1,0.20600000000000002,85.97,4,0.428,,3ZlFUr0RBrUYYsmlcFvD0e,,,
156,Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,Pop,Last Friday Night (T.G.I.F.),0.00125,0.649,230747,0.815,4.31e-05,3,0.6709999999999999,-3.7960000000000003,0,0.0415,126.03,4,0.765,Excited,455AfCsOhhLPRc68sE01D8,Excited,2.0,2.0
157,Scream & Shout,will.i.am,Pop,Scream & Shout,0.0589,0.79,284413,0.616,6.55e-05,0,0.171,-7.443,1,0.0596,130.009,4,0.473,,7n6ibfsRHhCb1Ccl9Fg2CZ,,,
158,Making Mirrors,Gotye,Pop,Somebody That I Used To Know,0.565,0.857,244973,0.517,0.000195,0,0.102,-6.972,1,0.0384,129.063,4,0.754,Fiery,4wCmqSrbyCgxEXROQE6vtV,Fiery,1.0,0.0
159,Some Nights (Spotify Exclusive),fun.,Pop,Some Nights,0.0178,0.672,277040,0.738,6.75e-05,0,0.0927,-7.045,1,0.0506,107.93799999999999,4,0.392,Sophisticated,6t6oULCRS6hnI7rm0h5gwl,Sophisticated,-1.0,0.0
160,Night Visions,Imagine Dragons,Pop,Radioactive,0.126,0.478,186813,0.799,0.000106,9,0.76,-3.614,1,0.0638,136.268,4,0.17600000000000002,Brooding,4G8gkOterJn0Ywt6uhqbhp,Brooding,1.0,-2.0
161,The Truth About Love,P!nk,Pop,Try,0.00141,0.6729999999999999,247907,0.629,0.0,2,0.0944,-7.072,1,0.0299,103.99799999999999,4,0.551,Empowering,1jF7IL57ayN4Ity3jQqGu0,Empowering,0.0,1.0
162,I AM...SASHA FIERCE,Beyoncé,Pop,Halo,0.272,0.508,261640,0.72,0.0,11,0.0563,-5.9079999999999995,0,0.0628,79.983,4,0.47200000000000003,Empowering,4JehYebiI9JE8sR8MisGVb,Empowering,0.0,1.0
163,Despicable Me 2 (Original Motion Picture Soundtrack),Pharrell Williams,Pop,Happy,0.28600000000000003,0.652,233305,0.757,0.0,1,0.0886,-6.819,1,0.153,159.911,4,0.9620000000000001,,6NPVjNh8Jhru9xOmyQigds,,,
164,My Head Is An Animal,Of Monsters and Men,Pop,Little Talks,0.0263,0.473,266600,0.789,0.0,1,0.132,-5.171,1,0.0336,103.225,4,0.39399999999999996,Yearning,2ihCaVdNZmnHZWt0fvAM7B,Yearning,0.0,-1.0
165,Am I Wrong,Nico & Vinz,Pop,Am I Wrong,0.162,0.725,247520,0.68,2.13e-06,8,0.158,-5.465,1,0.0306,119.939,4,0.76,,2wqaekenSQZm7hxQOYt8oE,,,
166,The Fame Monster (International Deluxe),Lady Gaga,Pop,Telephone,0.00587,0.825,220627,0.8320000000000001,0.000789,5,0.114,-5.853,0,0.0403,122.021,4,0.713,Energizing,00BuKLSAFkaEkaVAgIMbeA,Energizing,2.0,0.0
167,The Fault In Our Stars: Music From The Motion Picture,Charli XCX,Pop,Boom Clap,0.0688,0.675,169293,0.812,0.00062,4,0.336,-4.309,1,0.0566,92.01299999999999,4,0.64,Excited,11N58AwI4g2GlBaHEiZdmk,Excited,2.0,2.0
168,Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,Pop,Wide Awake,0.0749,0.514,220947,0.6829999999999999,2.64e-06,5,0.392,-5.099,1,0.0367,159.814,4,0.575,Yearning,5JLv62qFIS1DR3zGEcApRt,Yearning,0.0,-1.0
169,Raise Your Glass,P!nk,Pop,Raise Your Glass,0.00629,0.7,203333,0.695,0.0,7,0.0319,-4.973,1,0.0897,122.02799999999999,4,0.633,Excited,12lZTPlXwUtrQuhEty6098,Excited,2.0,2.0
170,Bang Bang,Jessie J,Pop,Bang Bang,0.27,0.7070000000000001,199373,0.75,0.0,0,0.37,-4.421,0,0.0824,149.997,4,0.736,Energizing,2VhPOtIQw2UpQmRVevdviU,Energizing,2.0,0.0
171,If I Lose Myself (Alesso vs OneRepublic),OneRepublic,Pop,If I Lose Myself - Alesso vs OneRepublic,0.215,0.518,214067,0.7829999999999999,9.53e-06,2,0.14,-4.88,1,0.0406,125.985,4,0.152,Excited,0AhRPDuVwHkLAACbPXidb3,Excited,2.0,2.0
172,Talk Dirty (feat. 2 Chainz),Jason Derulo,Pop,Talk Dirty (feat. 2 Chainz),0.0348,0.76,177685,0.652,0.0,6,0.307,-7.321000000000001,1,0.23199999999999998,100.315,4,0.759,,2yFh7Oz9g0bpHp3iis2Iu2,,,
173,The Lumineers,The Lumineers,Pop,Ho Hey,0.779,0.685,161227,0.474,1.23e-06,0,0.149,-9.105,1,0.0313,79.991,4,0.36,Empowering,1jdNcAD8Ir58RlsdGjJJdx,Empowering,0.0,1.0
174,Up All Night,One Direction,Pop,What Makes You Beautiful,0.009000000000000001,0.726,199987,0.787,0.0,4,0.0596,-2.494,1,0.0738,124.98899999999999,4,0.888,Defiant,4cluDES4hQEUhmXj6TXkSo,Defiant,2.0,-1.0
175,Price Tag,Jessie J,Pop,Price Tag,0.032,0.64,221240,0.831,2.06e-06,5,0.354,-3.908,1,0.221,174.963,4,0.684,,7nqlRkgNyEpb9nvb03GMp7,,,
176,Classic,MKTO,Pop,Classic,0.0353,0.713,175333,0.7809999999999999,0.0,1,0.155,-4.859,1,0.121,102.07799999999999,4,0.8,Energizing,5x9VIW2fS21JMswOt6AORI,Energizing,2.0,0.0
177,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),Nicki Minaj,Pop,Starships,0.158,0.746,210627,0.728,0.0,11,0.249,-2.464,0,0.0762,124.954,4,0.708,Upbeat,2EBCVPNAG46nbgs6jXPGvv,Upbeat,0.0,2.0
178,Pure Heroine,Lorde,Pop,Team,0.151,0.696,193059,0.59,0.0,6,0.247,-7.428,1,0.0904,99.984,4,0.462,Excited,3G6hD9B2ZHOsgf4WfNu7X1,Excited,2.0,2.0
179,Maps,Maroon 5,Pop,Maps,0.0223,0.743,189840,0.7170000000000001,0.0,1,0.0678,-5.521,0,0.0299,120.025,4,0.88,,6chdRBWviHlm7JAtwgflBP,,,
180,Love Yourself 承 'Her',BTS,Pop,DNA,0.022000000000000002,0.598,223123,0.775,0.0,1,0.0677,-4.035,0,0.0545,129.819,4,0.687,,5SE57ljOIUJ1ybL9U6CuBH,,,
181,MADE,BIGBANG,Pop,BANG BANG BANG,0.0192,0.6940000000000001,220238,0.8320000000000001,0.0,5,0.355,-3.0380000000000003,0,0.0598,135.011,4,0.424,Cool,0QIRm9sUkGnezGznkWCqCo,Cool,-1.0,-1.0
182,As If It's Your Last,BLACKPINK,Pop,As If It's Your Last,0.0688,0.7859999999999999,213264,0.853,0.0,8,0.0759,-2.687,1,0.0816,125.03399999999999,4,0.45,Urgent,1Zyd6zQnC6XIIzmg3hP7Ot,Urgent,1.0,-1.0
183,Guardian (Original Television Soundtrack) Part 1,Chanyeol,Pop,Stay With Me,0.428,0.314,192441,0.526,0.0,0,0.126,-4.686,0,0.0484,78.643,5,0.195,,1HYzRuWjmS9LXCkdVHi25K,,,
184,THE WAR - The 4th Album,EXO,Pop,Ko Ko Bop,0.0319,0.7490000000000001,190423,0.85,4.8100000000000004e-05,0,0.0678,-4.346,1,0.0468,145.983,4,0.672,,5EzitieoPnjyKHAq0gfRMa,,,
185,Wings,BTS,Pop,Blood Sweat & Tears,0.0244,0.583,217052,0.885,0.0,0,0.35700000000000004,-3.571,0,0.106,92.959,4,0.601,Excited,5RGf8qn1TBWVplLyyKUsuV,Excited,2.0,2.0
186,SQUARE ONE,BLACKPINK,Pop,BOOMBAYAH,0.00264,0.6579999999999999,240849,0.836,1.02e-06,5,0.507,-3.282,0,0.0549,124.969,4,0.387,Excited,3yHQKddM8SVCRnuPSo3HPN,Excited,2.0,2.0
187,MADE,BIGBANG,Pop,FXXK IT,0.152,0.72,231811,0.746,0.0,0,0.276,-3.1430000000000002,0,0.107,90.02600000000001,4,0.5870000000000001,Energizing,7uzib3dSSwgUwcD3z0k3bR,Energizing,2.0,0.0
188,EX'ACT - The 3rd Album,EXO,Pop,Monster,0.0066,0.618,221341,0.76,0.0,6,0.127,-4.312,1,0.0596,150.0,4,0.541,Cool,6lM6yIDZ7kxFsgQCCfaLE2,Cool,-1.0,-1.0
189,Guardian (Original Television Soundtrack) Part 4,Crush,Pop,Beautiful,0.8420000000000001,0.524,227584,0.405,0.0,10,0.107,-6.145,1,0.027999999999999997,109.984,4,0.237,Rowdy,6mzF8HvHdVrzJNd8M1uFCS,Rowdy,2.0,1.0
190,You Never Walk Alone,BTS,Pop,Spring Day,0.0063,0.539,274097,0.846,1.68e-06,8,0.13,-3.1919999999999997,1,0.0354,106.992,4,0.46,,0WNGsQ1oAuHzNTk8jivBKW,,,
191,SQUARE TWO,BLACKPINK,Pop,PLAYING WITH FIRE,0.0399,0.7070000000000001,197355,0.758,0.0,4,0.141,-4.511,0,0.0917,97.037,4,0.674,,7e7VjLxO5xJINHvnRytrqi,,,
192,FATE NUMBER FOR,WINNER,Pop,REALLY REALLY,0.16699999999999998,0.765,203057,0.769,0.0,2,0.0854,-3.16,1,0.0595,103.006,4,0.581,Energizing,02UNF1uo5f0UNgc1qx5XGt,Energizing,2.0,0.0
193,"K.A.R.D Project Vol.2 ""Don't Recall""",K.A.R.D,Pop,Don't Recall,0.0222,0.6940000000000001,208667,0.748,0.0,10,0.155,-2.93,0,0.16699999999999998,92.91799999999999,4,0.521,Urgent,4b1sQpvL7QVgamRZ74F1oA,Urgent,1.0,-1.0
194,SEVENTEEN 4th Mini Album ‘Al1’,SEVENTEEN,Pop,Don't Wanna Cry,0.16399999999999998,0.7809999999999999,203427,0.6829999999999999,1.53e-06,0,0.16,-4.258,1,0.0325,100.005,4,0.722,Excited,6Upu6yjkdi0DVI8E3IBZEU,Excited,2.0,2.0
195,You Never Walk Alone,BTS,Pop,Not Today,0.0018100000000000002,0.594,231860,0.946,1.04e-06,8,0.9229999999999999,-3.408,1,0.126,110.024,4,0.665,Aggressive,4hrpoqJMVE7FxBu1YWx0eQ,Aggressive,2.0,-2.0
196,SQUARE ONE,BLACKPINK,Pop,WHISTLE,0.0068200000000000005,0.8220000000000001,211696,0.7120000000000001,0.0,11,0.0955,-4.877,1,0.15,102.874,4,0.647,Defiant,7HWmJ1wBecOAMNGjC6SmKE,Defiant,2.0,-1.0
197,"K.A.R.D Project Vol.1 ""Oh NaNa""",K.A.R.D,Pop,Oh NaNa (Hidden. HUR YOUNG JI),0.0615,0.7559999999999999,206773,0.922,0.000462,1,0.0723,-2.6830000000000003,1,0.0539,100.005,4,0.809,,1ZgfAxHQCXLt8o1VXEHHAt,,,
198,The 2nd Album ‘EXODUS’,EXO,Pop,CALL ME BABY,0.284,0.6920000000000001,211013,0.8859999999999999,0.0,1,0.341,-2.519,1,0.0519,100.03,4,0.879,Energizing,4jdiqVbH1eUwc4MzDV7GMu,Energizing,2.0,0.0
199,SUNMI SPECIAL EDITION [Gashina],SUNMI,Pop,Gashina,0.0556,0.722,180000,0.833,0.0,6,0.195,-3.915,1,0.094,93.941,4,0.53,Urgent,0jFHMDRXxKaREor3hBEEST,Urgent,1.0,-1.0
200,Russian Roulette - The 3rd Mini Album,Red Velvet,Pop,러시안 룰렛 Russian Roulette,0.055,0.726,211244,0.903,0.000225,7,0.158,-2.2769999999999997,0,0.0357,129.986,4,0.958,Excited,7AvXrOVEVRcfXxme2wo6Im,Excited,2.0,2.0
201,Love Yourself 承 'Her',BTS,Pop,Go Go,0.171,0.856,235780,0.617,0.0,10,0.0857,-5.308,0,0.0841,136.082,4,0.759,,5nq1uTNIR1cBR72T87viS0,,,
202,THE WAR - The 4th Album,EXO,Pop,전야 前夜 The Eve,0.0223,0.636,176026,0.7020000000000001,0.0,0,0.293,-5.352,0,0.0334,135.10399999999998,4,0.516,,2ujA6F1cpk3m8lsPE5aKua,,,
203,SQUARE TWO,BLACKPINK,Pop,STAY,0.569,0.628,230400,0.433,7.71e-06,1,0.10400000000000001,-6.808,1,0.0383,88.074,4,0.34299999999999997,Aggressive,4TWHREp4wv0TmewqR6rgRd,Aggressive,2.0,-2.0
204,The Most Beautiful Moment in Life: Young Forever,BTS,Pop,Dope,0.0272,0.579,240021,0.8959999999999999,1.02e-06,10,0.35200000000000004,-2.781,0,0.22399999999999998,153.991,4,0.6779999999999999,Defiant,4TiKZrN7gtc62SUiufpFCM,Defiant,2.0,-1.0
205,LOTTO - The 3rd Album Repackage,EXO,Pop,Lotto,0.0618,0.7979999999999999,189775,0.867,0.0,11,0.193,-3.207,0,0.0386,99.99600000000001,4,0.7020000000000001,Energizing,63obpKLYuY1q2QP7Cbf29a,Energizing,2.0,0.0
206,The Red Summer - Summer Mini Album,Red Velvet,Pop,빨간 맛 Red Flavor,0.0409,0.7090000000000001,191139,0.917,0.0,9,0.0839,-3.315,1,0.18899999999999997,125.042,4,0.515,Excited,7nKQ5WAcjnG48knyLuo8gO,Excited,2.0,2.0
207,miss me?,I.O.I,Pop,Very Very Very,0.146,0.745,203640,0.965,2.29e-06,7,0.0796,-1.517,1,0.06,102.994,4,0.7659999999999999,Brooding,6VJhf9l4ALDquID0bN51QQ,Brooding,1.0,-2.0
208,Palette,IU,Pop,Palette (Feat. G-DRAGON),0.45799999999999996,0.804,217413,0.68,0.0,0,0.102,-3.81,1,0.2,102.01299999999999,4,0.62,,3y7ByLZ05tluscOTRgEJ9Y,,,
209,Love&Letter repackage album,SEVENTEEN,Pop,VERY NICE,0.0526,0.746,192093,0.898,0.0,3,0.0858,-2.818,0,0.0725,121.96700000000001,4,0.879,,1Rrj7KyS2R6SP9CQMDJW1w,,,
210,Love Yourself 承 'Her',BTS,Pop,Best Of Me,0.0298,0.6509999999999999,227191,0.7559999999999999,0.0,8,0.396,-4.388,1,0.0762,121.96,4,0.473,,2tdq0CeAGSfhI2l4Gwkvgx,,,
211,THE POWER OF MUSIC – The 4th Album ‘THE WAR’ Repackage,EXO,Pop,Power,0.0315,0.657,222406,0.943,0.0,7,0.149,-3.031,1,0.0856,127.958,4,0.76,,53YZi9zgTnF0Py0K6ejyWz,,,
212,Everything You Wanted,Jay Park,Pop,Me Like Yuh,0.223,0.715,223642,0.831,3.84e-06,2,0.132,-6.1610000000000005,1,0.0729,100.006,4,0.805,,5S5gGOsUarzRXKoaSstwba,,,
213,"K.A.R.D Project Vol.3 ""RUMOR""",K.A.R.D,Pop,RUMOR,0.0488,0.726,217747,0.758,0.0,8,0.0881,-3.343,1,0.17800000000000002,88.992,4,0.609,Fiery,22iz04Hw1tz0NBpiyoEMT1,Fiery,1.0,0.0
214,Love Yourself 承 'Her',BTS,Pop,MIC Drop,0.00912,0.667,238193,0.889,0.0,6,0.0816,-4.851,1,0.0918,169.959,4,0.541,,2SYa5Lx1uoCvyDIW4oee9b,,,
215,Everything You Wanted,Jay Park,Pop,All I Wanna Do (feat. Hoody & 로꼬 Loco) [Korean Version],0.375,0.4,216786,0.7240000000000001,0.0,8,0.0927,-6.064,1,0.253,96.78200000000001,4,0.43,,6jLsYKGOBRBRvdowIzuyUf,,,
216,Guardian (Original Television Soundtrack) Part 7,SOYOU,Pop,I Miss You,0.9009999999999999,0.45399999999999996,169449,0.344,0.0,5,0.129,-6.002000000000001,1,0.0316,133.329,4,0.209,Fiery,3SfbB0Y3saMIQnNctxMVhj,Fiery,1.0,0.0
217,MADE,BIGBANG,Pop,LAST DANCE,0.467,0.621,279719,0.6729999999999999,0.0,1,0.32299999999999995,-3.194,0,0.0606,143.889,4,0.289,Empowering,73szhI6oOawKlv6AxgHIS8,Empowering,0.0,1.0
